Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1756011,"August 4, 2020",Illinois,East Saint Louis (Alorton),103 Greystone Dr,0,1,N/A
1754977,"August 4, 2020",Illinois,Decatur,S Jasper St and E Cantrell St,0,1,N/A
1755250,"August 4, 2020",Illinois,Chicago,8315 S Peoria St,0,1,N/A
1755297,"August 4, 2020",District of Columbia,Washington,5400 block of Georgia Ave NW,0,4,N/A
1754640,"August 4, 2020",Missouri,Saint Louis,5300 block of Bircher Blvd,1,3,N/A
1755558,"August 4, 2020",Ohio,Columbus,1887 Jermain Dr,0,1,N/A
1755293,"August 4, 2020",District of Columbia,Washington,1600 block of Maryland Ave NE,2,1,N/A
1755560,"August 4, 2020",Ohio,Columbus,2351 McGuffey Rd,0,1,N/A
1755506,"August 4, 2020",Arkansas,Little Rock,5400 Stanley Dr,0,1,N/A
1755918,"August 4, 2020",Michigan,Grand Rapids,Olympia St SW and Grandville Ave SW,0,1,N/A
1754623,"August 3, 2020",Texas,Fort Worth,6900 block of Sandybrook Dr,0,1,N/A
1755199,"August 3, 2020",Michigan,Kalamazoo,1500 block of Cobb Ave,0,1,N/A
1754312,"August 3, 2020",Michigan,Muskegon (Muskegon Heights),2818 Woodcliffe Dr,1,1,N/A
1754261,"August 3, 2020",New York,Brooklyn,E 21st St and Ditmas Ave,0,2,N/A
1753938,"August 3, 2020",Ohio,Akron,444 E Exchange St,0,3,N/A
1754963,"August 3, 2020",Ohio,Columbus,2418 Taylor Ave,0,1,N/A
1754769,"August 3, 2020",California,San Francisco,Sunnydale Ave and Hahn St,0,1,N/A
1755475,"August 3, 2020",Tennessee,Memphis,I-40 and TN-300,0,1,N/A
1755338,"August 3, 2020",Virginia,Virginia Beach,3900 block of Holland Rd,0,1,N/A
1754274,"August 2, 2020",New York,Albany,Cortland Place and State St,0,2,N/A
1754241,"August 2, 2020",New York,New York (Manhattan),410 E 105th St,0,1,N/A
1754114,"August 2, 2020",Virginia,Fort Lee,1510 Sisisky Blvd,0,1,N/A
1754252,"August 2, 2020",New York,Brooklyn,Bristol St and Dumont Ave,0,3,N/A
1753318,"August 2, 2020",Florida,Orlando (Pine Hills),5600 block of Pine Chase Dr,0,1,N/A
