,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,percent_democrat
45932,2016,New York,NY,Chautauqua,Hillary Clinton,democrat,19091.0,54234,35.20116532064756
45935,2016,New York,NY,Chemung,Hillary Clinton,democrat,13757.0,36119,38.087986932085606
45938,2016,New York,NY,Chenango,Hillary Clinton,democrat,6775.0,20160,33.6061507936508
45941,2016,New York,NY,Clinton,Hillary Clinton,democrat,15059.0,32105,46.90546643824949
45944,2016,New York,NY,Columbia,Hillary Clinton,democrat,15284.0,30902,49.459581904083876
45947,2016,New York,NY,Cortland,Hillary Clinton,democrat,8771.0,20244,43.326417704011064
45950,2016,New York,NY,Delaware,Hillary Clinton,democrat,6627.0,19792,33.48322554567502
45953,2016,New York,NY,Dutchess,Hillary Clinton,democrat,62261.0,130934,47.55143812913376
45956,2016,New York,NY,Erie,Hillary Clinton,democrat,215456.0,423625,50.86007671879611
45959,2016,New York,NY,Essex,Hillary Clinton,democrat,7762.0,17218,45.08072946916018
45962,2016,New York,NY,Franklin,Hillary Clinton,democrat,7297.0,16952,43.04506842850401
45965,2016,New York,NY,Fulton,Hillary Clinton,democrat,6496.0,21214,30.62128782879231
45968,2016,New York,NY,Genesee,Hillary Clinton,democrat,7650.0,26432,28.942191283292978
45971,2016,New York,NY,Greene,Hillary Clinton,democrat,7405.0,22050,33.58276643990929
45974,2016,New York,NY,Hamilton,Hillary Clinton,democrat,949.0,3225,29.426356589147286
45977,2016,New York,NY,Herkimer,Hillary Clinton,democrat,8083.0,26255,30.786516853932582
45980,2016,New York,NY,Jefferson,Hillary Clinton,democrat,13809.0,38236,36.11517941207239
45983,2016,New York,NY,Kings,Hillary Clinton,democrat,640553.0,805605,79.51204374352196
45986,2016,New York,NY,Lewis,Hillary Clinton,democrat,3146.0,11325,27.779249448123622
45989,2016,New York,NY,Livingston,Hillary Clinton,democrat,10697.0,30031,35.61985947853884
45992,2016,New York,NY,Madison,Hillary Clinton,democrat,11667.0,30064,38.80721128259712
45995,2016,New York,NY,Monroe,Hillary Clinton,democrat,188592.0,347790,54.22582592944018
45998,2016,New York,NY,Montgomery,Hillary Clinton,democrat,6595.0,19054,34.61215492809909
46001,2016,New York,NY,Nassau,Hillary Clinton,democrat,326088.0,636967,51.19386090645198
46004,2016,New York,NY,New York,Hillary Clinton,democrat,579013.0,668939,86.55692073567246
46007,2016,New York,NY,Niagara,Hillary Clinton,democrat,35559.0,92402,38.48293326984265
46010,2016,New York,NY,Oneida,Hillary Clinton,democrat,33743.0,91009,37.076552868397634
46013,2016,New York,NY,Onondaga,Hillary Clinton,democrat,112337.0,208440,53.894166186912294
46016,2016,New York,NY,Ontario,Hillary Clinton,democrat,22233.0,52258,42.54468215392858
46019,2016,New York,NY,Orange,Hillary Clinton,democrat,68278.0,152021,44.91353168312273
46022,2016,New York,NY,Orleans,Hillary Clinton,democrat,4470.0,16380,27.28937728937729
46025,2016,New York,NY,Oswego,Hillary Clinton,democrat,17095.0,48180,35.48152760481528
46028,2016,New York,NY,Otsego,Hillary Clinton,democrat,10451.0,25668,40.71606669783388
46031,2016,New York,NY,Putnam,Hillary Clinton,democrat,19366.0,48563,39.878096493215
46034,2016,New York,NY,Queens,Hillary Clinton,democrat,517220.0,686393,75.35333256603724
46037,2016,New York,NY,Rensselaer,Hillary Clinton,democrat,32717.0,71562,45.718398032475335
46040,2016,New York,NY,Richmond,Hillary Clinton,democrat,74143.0,180960,40.97203801945181
46043,2016,New York,NY,Rockland,Hillary Clinton,democrat,69342.0,135087,51.33136423193941
46046,2016,New York,NY,St. Lawrence,Hillary Clinton,democrat,16488.0,39158,42.10633842382144
46049,2016,New York,NY,Saratoga,Hillary Clinton,democrat,50913.0,114094,44.6237313092713
46052,2016,New York,NY,Schenectady,Hillary Clinton,democrat,33747.0,67280,50.1590368608799
46055,2016,New York,NY,Schoharie,Hillary Clinton,democrat,4240.0,14050,30.177935943060497
46058,2016,New York,NY,Schuyler,Hillary Clinton,democrat,3091.0,8772,35.237118103055174
46061,2016,New York,NY,Seneca,Hillary Clinton,democrat,5697.0,13980,40.75107296137339
46064,2016,New York,NY,Steuben,Hillary Clinton,democrat,12526.0,42002,29.822389410028094
46067,2016,New York,NY,Suffolk,Hillary Clinton,democrat,303951.0,681254,44.616398582613826
46070,2016,New York,NY,Sullivan,Hillary Clinton,democrat,12568.0,29955,41.956267734935736
46073,2016,New York,NY,Tioga,Hillary Clinton,democrat,7526.0,22299,33.750392394277775
46076,2016,New York,NY,Tompkins,Hillary Clinton,democrat,28890.0,42678,67.69295655841418
46079,2016,New York,NY,Ulster,Hillary Clinton,democrat,42101.0,81355,51.74973879909041
46082,2016,New York,NY,Warren,Hillary Clinton,democrat,13091.0,31408,41.680463576158935
46085,2016,New York,NY,Washington,Hillary Clinton,democrat,9098.0,24528,37.092302674494455
46088,2016,New York,NY,Wayne,Hillary Clinton,democrat,13473.0,39687,33.9481442285887
46091,2016,New York,NY,Westchester,Hillary Clinton,democrat,272926.0,420655,64.8811971805874
46094,2016,New York,NY,Wyoming,Hillary Clinton,democrat,3904.0,17298,22.569083130997804
46097,2016,New York,NY,Yates,Hillary Clinton,democrat,3659.0,10066,36.35008940989469
46100,2016,North Carolina,NC,Alamance,Hillary Clinton,democrat,29833.0,71157,41.92560113551724
46103,2016,North Carolina,NC,Alexander,Hillary Clinton,democrat,3767.0,18271,20.61737179136336
46106,2016,North Carolina,NC,Alleghany,Hillary Clinton,democrat,1306.0,5315,24.571966133584194
46109,2016,North Carolina,NC,Anson,Hillary Clinton,democrat,5859.0,10545,55.56187766714083
46112,2016,North Carolina,NC,Ashe,Hillary Clinton,democrat,3500.0,13424,26.072705601907032
46115,2016,North Carolina,NC,Avery,Hillary Clinton,democrat,1689.0,8249,20.475209116256515
46118,2016,North Carolina,NC,Beaufort,Hillary Clinton,democrat,8764.0,23938,36.61124571810511
46121,2016,North Carolina,NC,Bertie,Hillary Clinton,democrat,5778.0,9347,61.816625655290466
46124,2016,North Carolina,NC,Bladen,Hillary Clinton,democrat,7058.0,15897,44.39831414732339
46127,2016,North Carolina,NC,Brunswick,Hillary Clinton,democrat,23282.0,68351,34.062413132214594
46130,2016,North Carolina,NC,Buncombe,Hillary Clinton,democrat,75452.0,138947,54.30271974205992
46133,2016,North Carolina,NC,Burke,Hillary Clinton,democrat,11251.0,38920,28.908016443987666
46136,2016,North Carolina,NC,Cabarrus,Hillary Clinton,democrat,35521.0,93289,38.0763005284653
46139,2016,North Carolina,NC,Caldwell,Hillary Clinton,democrat,8425.0,36320,23.1965859030837
46142,2016,North Carolina,NC,Camden,Hillary Clinton,democrat,1274.0,5006,25.449460647223333
46145,2016,North Carolina,NC,Carteret,Hillary Clinton,democrat,9939.0,37781,26.30687382546783
46148,2016,North Carolina,NC,Caswell,Hillary Clinton,democrat,4792.0,11070,43.288166214995485
46151,2016,North Carolina,NC,Catawba,Hillary Clinton,democrat,21216.0,72351,29.323713563046816
46154,2016,North Carolina,NC,Chatham,Hillary Clinton,democrat,21065.0,39849,52.862054254811916
46157,2016,North Carolina,NC,Cherokee,Hillary Clinton,democrat,2860.0,14181,20.16783019533178
46160,2016,North Carolina,NC,Chowan,Hillary Clinton,democrat,2992.0,7228,41.39457664637521
46163,2016,North Carolina,NC,Clay,Hillary Clinton,democrat,1367.0,6010,22.745424292845257
46166,2016,North Carolina,NC,Cleveland,Hillary Clinton,democrat,14964.0,44673,33.49674299912699
46169,2016,North Carolina,NC,Columbus,Hillary Clinton,democrat,9063.0,23732,38.188943199056126
46172,2016,North Carolina,NC,Craven,Hillary Clinton,democrat,17630.0,47001,37.509840216165614
46175,2016,North Carolina,NC,Cumberland,Hillary Clinton,democrat,71605.0,127506,56.15814157765124
46178,2016,North Carolina,NC,Currituck,Hillary Clinton,democrat,2913.0,12669,22.993132843949798
46181,2016,North Carolina,NC,Dare,Hillary Clinton,democrat,7222.0,19609,36.830027028405325
46184,2016,North Carolina,NC,Davidson,Hillary Clinton,democrat,18109.0,74856,24.19178155391685
46187,2016,North Carolina,NC,Davie,Hillary Clinton,democrat,5270.0,21756,24.223202794631366
46190,2016,North Carolina,NC,Duplin,Hillary Clinton,democrat,8283.0,20856,39.71518987341772
46193,2016,North Carolina,NC,Durham,Hillary Clinton,democrat,121250.0,156134,77.6576530416181
46196,2016,North Carolina,NC,Edgecombe,Hillary Clinton,democrat,16224.0,24886,65.19328136301536
46199,2016,North Carolina,NC,Forsyth,Hillary Clinton,democrat,94464.0,178312,52.97680470187088
46202,2016,North Carolina,NC,Franklin,Hillary Clinton,democrat,12874.0,30368,42.393308746048476
46205,2016,North Carolina,NC,Gaston,Hillary Clinton,democrat,31177.0,96431,32.33088944426585
46208,2016,North Carolina,NC,Gates,Hillary Clinton,democrat,2385.0,5392,44.23219584569733
46211,2016,North Carolina,NC,Graham,Hillary Clinton,democrat,768.0,4168,18.426103646833013
46214,2016,North Carolina,NC,Granville,Hillary Clinton,democrat,12909.0,27353,47.194092055716006
46217,2016,North Carolina,NC,Greene,Hillary Clinton,democrat,3605.0,8095,44.53366275478691
46220,2016,North Carolina,NC,Guilford,Hillary Clinton,democrat,149248.0,257405,57.98177968570929
46223,2016,North Carolina,NC,Halifax,Hillary Clinton,democrat,15748.0,25167,62.57400564230937
46226,2016,North Carolina,NC,Harnett,Hillary Clinton,democrat,16737.0,46065,36.33344187561055
46229,2016,North Carolina,NC,Haywood,Hillary Clinton,democrat,10473.0,30727,34.08403033163016
46232,2016,North Carolina,NC,Henderson,Hillary Clinton,democrat,19827.0,58176,34.08106435643564
46235,2016,North Carolina,NC,Hertford,Hillary Clinton,democrat,6910.0,10186,67.83820930689181
46238,2016,North Carolina,NC,Hoke,Hillary Clinton,democrat,9726.0,18230,53.351618211738895
46241,2016,North Carolina,NC,Hyde,Hillary Clinton,democrat,965.0,2304,41.88368055555556
46244,2016,North Carolina,NC,Iredell,Hillary Clinton,democrat,24734.0,82567,29.956277931861397
46247,2016,North Carolina,NC,Jackson,Hillary Clinton,democrat,7713.0,18713,41.21733554213648
46250,2016,North Carolina,NC,Johnston,Hillary Clinton,democrat,28362.0,85909,33.014003189421366
46253,2016,North Carolina,NC,Jones,Hillary Clinton,democrat,2065.0,5135,40.21421616358325
46256,2016,North Carolina,NC,Lee,Hillary Clinton,democrat,10469.0,25084,41.73576782012438
46259,2016,North Carolina,NC,Lenoir,Hillary Clinton,democrat,12634.0,26807,47.12948110568135
46262,2016,North Carolina,NC,Lincoln,Hillary Clinton,democrat,9897.0,40023,24.728281238287984
46265,2016,North Carolina,NC,McDowell,Hillary Clinton,democrat,4667.0,19875,23.481761006289307
46268,2016,North Carolina,NC,Macon,Hillary Clinton,democrat,4876.0,17734,27.495206947107253
46271,2016,North Carolina,NC,Madison,Hillary Clinton,democrat,3926.0,11269,34.838938681338185
46274,2016,North Carolina,NC,Martin,Hillary Clinton,democrat,5846.0,11964,48.86325643597459
46277,2016,North Carolina,NC,Mecklenburg,Hillary Clinton,democrat,294562.0,472857,62.29409736981793
46280,2016,North Carolina,NC,Mitchell,Hillary Clinton,democrat,1596.0,8096,19.713438735177867
46283,2016,North Carolina,NC,Montgomery,Hillary Clinton,democrat,4150.0,11540,35.961871750433275
46286,2016,North Carolina,NC,Moore,Hillary Clinton,democrat,16329.0,48692,33.53528300336811
46289,2016,North Carolina,NC,Nash,Hillary Clinton,democrat,23235.0,47665,48.746459666421906
46292,2016,North Carolina,NC,New Hanover,Hillary Clinton,democrat,50979.0,111905,45.55560520084
46295,2016,North Carolina,NC,Northampton,Hillary Clinton,democrat,6144.0,9848,62.38830219333875
46298,2016,North Carolina,NC,Onslow,Hillary Clinton,democrat,17514.0,57135,30.653714885796795
46301,2016,North Carolina,NC,Orange,Hillary Clinton,democrat,59923.0,82340,72.77507894097643
46304,2016,North Carolina,NC,Pamlico,Hillary Clinton,democrat,2448.0,6870,35.63318777292576
46307,2016,North Carolina,NC,Pasquotank,Hillary Clinton,democrat,8615.0,17391,49.537116899545744
46310,2016,North Carolina,NC,Pender,Hillary Clinton,democrat,9354.0,27885,33.5449166218397
46313,2016,North Carolina,NC,Perquimans,Hillary Clinton,democrat,2319.0,6708,34.570661896243294
46316,2016,North Carolina,NC,Person,Hillary Clinton,democrat,7833.0,19615,39.933724190670404
46319,2016,North Carolina,NC,Pitt,Hillary Clinton,democrat,41824.0,80527,51.93785935152185
46322,2016,North Carolina,NC,Polk,Hillary Clinton,democrat,3735.0,10934,34.15950246936163
46325,2016,North Carolina,NC,Randolph,Hillary Clinton,democrat,13194.0,64575,20.43205574912892
46328,2016,North Carolina,NC,Richmond,Hillary Clinton,democrat,8501.0,19328,43.982822847682115
46331,2016,North Carolina,NC,Robeson,Hillary Clinton,democrat,19016.0,40858,46.541680943756425
46334,2016,North Carolina,NC,Rockingham,Hillary Clinton,democrat,14228.0,42278,33.65343677562799
46337,2016,North Carolina,NC,Rowan,Hillary Clinton,democrat,19400.0,64369,30.13873137690503
46340,2016,North Carolina,NC,Rutherford,Hillary Clinton,democrat,7512.0,30307,24.786352987758605
46343,2016,North Carolina,NC,Sampson,Hillary Clinton,democrat,10547.0,25928,40.67803147176797
46346,2016,North Carolina,NC,Scotland,Hillary Clinton,democrat,7319.0,13928,52.54882251579552
46349,2016,North Carolina,NC,Stanly,Hillary Clinton,democrat,7094.0,29917,23.71227061536919
46352,2016,North Carolina,NC,Stokes,Hillary Clinton,democrat,4665.0,22550,20.687361419068736
46355,2016,North Carolina,NC,Surry,Hillary Clinton,democrat,7488.0,32196,23.257547521431235
46358,2016,North Carolina,NC,Swain,Hillary Clinton,democrat,2196.0,6124,35.85891574134553
46361,2016,North Carolina,NC,Transylvania,Hillary Clinton,democrat,6558.0,17869,36.70043091387319
46364,2016,North Carolina,NC,Tyrrell,Hillary Clinton,democrat,720.0,1739,41.403105232892464
46367,2016,North Carolina,NC,Union,Hillary Clinton,democrat,34337.0,105710,32.48226279443761
46370,2016,North Carolina,NC,Vance,Hillary Clinton,democrat,12229.0,19977,61.21539770736347
46373,2016,North Carolina,NC,Wake,Hillary Clinton,democrat,302736.0,527624,57.37722317407851
46376,2016,North Carolina,NC,Warren,Hillary Clinton,democrat,6413.0,9842,65.15952042267831
46379,2016,North Carolina,NC,Washington,Hillary Clinton,democrat,3510.0,6165,56.934306569343065
46382,2016,North Carolina,NC,Watauga,Hillary Clinton,democrat,14138.0,29985,47.15024178756045
46385,2016,North Carolina,NC,Wayne,Hillary Clinton,democrat,21770.0,50689,42.948174160074174
46388,2016,North Carolina,NC,Wilkes,Hillary Clinton,democrat,6638.0,31296,21.210378323108383
46391,2016,North Carolina,NC,Wilson,Hillary Clinton,democrat,19663.0,38135,51.561557624229714
46394,2016,North Carolina,NC,Yadkin,Hillary Clinton,democrat,3160.0,17624,17.93009532455742
46397,2016,North Carolina,NC,Yancey,Hillary Clinton,democrat,3196.0,9960,32.088353413654616
46400,2016,North Dakota,ND,Adams,Hillary Clinton,democrat,216.0,1218,17.733990147783253
46403,2016,North Dakota,ND,Barnes,Hillary Clinton,democrat,1597.0,5344,29.883982035928142
46406,2016,North Dakota,ND,Benson,Hillary Clinton,democrat,842.0,2011,41.86971655892591
46409,2016,North Dakota,ND,Billings,Hillary Clinton,democrat,59.0,605,9.75206611570248
46412,2016,North Dakota,ND,Bottineau,Hillary Clinton,democrat,736.0,3494,21.064682312535776
46415,2016,North Dakota,ND,Bowman,Hillary Clinton,democrat,227.0,1787,12.702853945159484
46418,2016,North Dakota,ND,Burke,Hillary Clinton,democrat,119.0,1052,11.311787072243346
46421,2016,North Dakota,ND,Burleigh,Hillary Clinton,democrat,10881.0,47979,22.678671918964547
46424,2016,North Dakota,ND,Cass,Hillary Clinton,democrat,31361.0,80821,38.80303386496084
46427,2016,North Dakota,ND,Cavalier,Hillary Clinton,democrat,476.0,2006,23.728813559322035
46430,2016,North Dakota,ND,Dickey,Hillary Clinton,democrat,554.0,2407,23.01620274200249
46433,2016,North Dakota,ND,Divide,Hillary Clinton,democrat,245.0,1219,20.098441345365053
46436,2016,North Dakota,ND,Dunn,Hillary Clinton,democrat,358.0,2243,15.960766830138207
46439,2016,North Dakota,ND,Eddy,Hillary Clinton,democrat,355.0,1231,28.838342810722988
46442,2016,North Dakota,ND,Emmons,Hillary Clinton,democrat,215.0,1981,10.853104492680464
46445,2016,North Dakota,ND,Foster,Hillary Clinton,democrat,347.0,1719,20.18615474112856
46448,2016,North Dakota,ND,Golden Valley,Hillary Clinton,democrat,99.0,957,10.344827586206897
46451,2016,North Dakota,ND,Grand Forks,Hillary Clinton,democrat,10851.0,30365,35.73522147208958
46454,2016,North Dakota,ND,Grant,Hillary Clinton,democrat,185.0,1381,13.39608979000724
46457,2016,North Dakota,ND,Griggs,Hillary Clinton,democrat,298.0,1265,23.557312252964426
46460,2016,North Dakota,ND,Hettinger,Hillary Clinton,democrat,168.0,1296,12.962962962962962
46463,2016,North Dakota,ND,Kidder,Hillary Clinton,democrat,179.0,1376,13.00872093023256
46466,2016,North Dakota,ND,LaMoure,Hillary Clinton,democrat,502.0,2151,23.337982333798234
46469,2016,North Dakota,ND,Logan,Hillary Clinton,democrat,114.0,1067,10.684161199625116
46472,2016,North Dakota,ND,McHenry,Hillary Clinton,democrat,490.0,2820,17.375886524822697
46475,2016,North Dakota,ND,McIntosh,Hillary Clinton,democrat,235.0,1446,16.251728907330566
46478,2016,North Dakota,ND,McKenzie,Hillary Clinton,democrat,698.0,4672,14.940068493150685
46481,2016,North Dakota,ND,McLean,Hillary Clinton,democrat,1081.0,5315,20.338664158043272
46484,2016,North Dakota,ND,Mercer,Hillary Clinton,democrat,621.0,4682,13.263562580093977
46487,2016,North Dakota,ND,Morton,Hillary Clinton,democrat,3080.0,15832,19.454269833249114
46490,2016,North Dakota,ND,Mountrail,Hillary Clinton,democrat,1220.0,4106,29.712615684364348
46493,2016,North Dakota,ND,Nelson,Hillary Clinton,democrat,536.0,1717,31.217239370995927
46496,2016,North Dakota,ND,Oliver,Hillary Clinton,democrat,119.0,1017,11.701081612586037
46499,2016,North Dakota,ND,Pembina,Hillary Clinton,democrat,681.0,3153,21.59847764034253
46502,2016,North Dakota,ND,Pierce,Hillary Clinton,democrat,431.0,2071,20.81120231772091
46505,2016,North Dakota,ND,Ramsey,Hillary Clinton,democrat,1505.0,5305,28.36946277097078
46508,2016,North Dakota,ND,Ransom,Hillary Clinton,democrat,838.0,2359,35.523526918185674
46511,2016,North Dakota,ND,Renville,Hillary Clinton,democrat,201.0,1293,15.54524361948956
46514,2016,North Dakota,ND,Richland,Hillary Clinton,democrat,2064.0,7592,27.186512118018967
46517,2016,North Dakota,ND,Rolette,Hillary Clinton,democrat,2099.0,3755,55.89880159786951
46520,2016,North Dakota,ND,Sargent,Hillary Clinton,democrat,694.0,1997,34.75212819228843
46523,2016,North Dakota,ND,Sheridan,Hillary Clinton,democrat,95.0,787,12.07115628970775
46526,2016,North Dakota,ND,Sioux,Hillary Clinton,democrat,758.0,1232,61.52597402597403
46529,2016,North Dakota,ND,Slope,Hillary Clinton,democrat,43.0,430,10.0
46532,2016,North Dakota,ND,Stark,Hillary Clinton,democrat,1753.0,12322,14.226586593085539
46535,2016,North Dakota,ND,Steele,Hillary Clinton,democrat,361.0,999,36.13613613613614
46538,2016,North Dakota,ND,Stutsman,Hillary Clinton,democrat,2498.0,10155,24.598719842442147
46541,2016,North Dakota,ND,Towner,Hillary Clinton,democrat,305.0,1157,26.36127917026793
46544,2016,North Dakota,ND,Traill,Hillary Clinton,democrat,1241.0,3933,31.5535214848716
46547,2016,North Dakota,ND,Walsh,Hillary Clinton,democrat,1167.0,4636,25.172562553925797
46550,2016,North Dakota,ND,Ward,Hillary Clinton,democrat,5806.0,27412,21.18050488837006
46553,2016,North Dakota,ND,Wells,Hillary Clinton,democrat,419.0,2383,17.582878724297103
46556,2016,North Dakota,ND,Williams,Hillary Clinton,democrat,1735.0,12807,13.547278831888812
46559,2016,Ohio,OH,Adams,Hillary Clinton,democrat,2326.0,11359,20.477154679109077
46562,2016,Ohio,OH,Allen,Hillary Clinton,democrat,13294.0,45894,28.96674946616115
46565,2016,Ohio,OH,Ashland,Hillary Clinton,democrat,5740.0,24590,23.342822285481905
46568,2016,Ohio,OH,Ashtabula,Hillary Clinton,democrat,15577.0,40867,38.11632857807032
46571,2016,Ohio,OH,Athens,Hillary Clinton,democrat,16370.0,29443,55.59895391094658
46574,2016,Ohio,OH,Auglaize,Hillary Clinton,democrat,3980.0,23627,16.845134803402885
46577,2016,Ohio,OH,Belmont,Hillary Clinton,democrat,8785.0,31122,28.22762033288349
46580,2016,Ohio,OH,Brown,Hillary Clinton,democrat,4353.0,19607,22.20125465395012
46583,2016,Ohio,OH,Butler,Hillary Clinton,democrat,58642.0,173839,33.7335120427522
