,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,percent_republican
43203,2016,Kansas,KS,Hamilton,Donald Trump,republican,705.0,876,80.47945205479452
43206,2016,Kansas,KS,Harper,Donald Trump,republican,1996.0,2578,77.42435996896819
43209,2016,Kansas,KS,Harvey,Donald Trump,republican,8668.0,14916,58.11209439528023
43212,2016,Kansas,KS,Haskell,Donald Trump,republican,1040.0,1354,76.80945347119645
43215,2016,Kansas,KS,Hodgeman,Donald Trump,republican,855.0,1017,84.070796460177
43218,2016,Kansas,KS,Jackson,Donald Trump,republican,3939.0,5818,67.70367823994499
43221,2016,Kansas,KS,Jefferson,Donald Trump,republican,5213.0,8337,62.52848746551517
43224,2016,Kansas,KS,Jewell,Donald Trump,republican,1223.0,1494,81.86077643908969
43227,2016,Kansas,KS,Johnson,Donald Trump,republican,137490.0,290090,47.39563583715399
43230,2016,Kansas,KS,Kearny,Donald Trump,republican,1075.0,1316,81.6869300911854
43233,2016,Kansas,KS,Kingman,Donald Trump,republican,2530.0,3334,75.88482303539293
43236,2016,Kansas,KS,Kiowa,Donald Trump,republican,900.0,1079,83.41056533827617
43239,2016,Kansas,KS,Labette,Donald Trump,republican,5335.0,8107,65.80732700135685
43242,2016,Kansas,KS,Lane,Donald Trump,republican,718.0,871,82.43398392652124
43245,2016,Kansas,KS,Leavenworth,Donald Trump,republican,17638.0,30301,58.20930002310155
43248,2016,Kansas,KS,Lincoln,Donald Trump,republican,1179.0,1464,80.5327868852459
43251,2016,Kansas,KS,Linn,Donald Trump,republican,3484.0,4427,78.69889315563587
43254,2016,Kansas,KS,Logan,Donald Trump,republican,1132.0,1357,83.41930729550478
43257,2016,Kansas,KS,Lyon,Donald Trump,republican,6552.0,12288,53.3203125
43260,2016,Kansas,KS,McPherson,Donald Trump,republican,8549.0,12742,67.0930780097316
43263,2016,Kansas,KS,Marion,Donald Trump,republican,4003.0,5624,71.17709815078236
43266,2016,Kansas,KS,Marshall,Donald Trump,republican,3307.0,4673,70.76824309865182
43269,2016,Kansas,KS,Meade,Donald Trump,republican,1415.0,1720,82.26744186046511
43272,2016,Kansas,KS,Miami,Donald Trump,republican,10003.0,15022,66.58900279589935
43275,2016,Kansas,KS,Mitchell,Donald Trump,republican,2308.0,2942,78.45003399048267
43278,2016,Kansas,KS,Montgomery,Donald Trump,republican,8679.0,12004,72.30089970009996
43281,2016,Kansas,KS,Morris,Donald Trump,republican,1820.0,2624,69.35975609756098
43284,2016,Kansas,KS,Morton,Donald Trump,republican,995.0,1192,83.4731543624161
43287,2016,Kansas,KS,Nemaha,Donald Trump,republican,4124.0,5122,80.51542366263178
43290,2016,Kansas,KS,Neosho,Donald Trump,republican,4431.0,6314,70.17738359201773
43293,2016,Kansas,KS,Ness,Donald Trump,republican,1228.0,1454,84.4566712517194
43296,2016,Kansas,KS,Norton,Donald Trump,republican,1840.0,2234,82.36347358997314
43299,2016,Kansas,KS,Osage,Donald Trump,republican,4826.0,7046,68.49276185069543
43302,2016,Kansas,KS,Osborne,Donald Trump,republican,1460.0,1788,81.65548098434004
43305,2016,Kansas,KS,Ottawa,Donald Trump,republican,2283.0,2903,78.64278332759214
43308,2016,Kansas,KS,Pawnee,Donald Trump,republican,1904.0,2661,71.55204810221721
43311,2016,Kansas,KS,Phillips,Donald Trump,republican,2233.0,2664,83.82132132132132
43314,2016,Kansas,KS,Pottawatomie,Donald Trump,republican,7612.0,10693,71.186757691948
43317,2016,Kansas,KS,Pratt,Donald Trump,republican,2838.0,3842,73.86777719937533
43320,2016,Kansas,KS,Rawlins,Donald Trump,republican,1220.0,1472,82.88043478260869
43323,2016,Kansas,KS,Reno,Donald Trump,republican,15513.0,24210,64.07682775712516
43326,2016,Kansas,KS,Republic,Donald Trump,republican,2024.0,2529,80.0316330565441
43329,2016,Kansas,KS,Rice,Donald Trump,republican,2837.0,3804,74.57939011566772
43332,2016,Kansas,KS,Riley,Donald Trump,republican,10107.0,21532,46.93943897454951
43335,2016,Kansas,KS,Rooks,Donald Trump,republican,2031.0,2419,83.96031417941298
43338,2016,Kansas,KS,Rush,Donald Trump,republican,1197.0,1503,79.64071856287424
43341,2016,Kansas,KS,Russell,Donald Trump,republican,2574.0,3193,80.61384278108362
43344,2016,Kansas,KS,Saline,Donald Trump,republican,13828.0,22064,62.67222625090645
43347,2016,Kansas,KS,Scott,Donald Trump,republican,1865.0,2202,84.69573115349682
43350,2016,Kansas,KS,Sedgwick,Donald Trump,republican,104353.0,188783,55.276693346328855
43353,2016,Kansas,KS,Seward,Donald Trump,republican,3159.0,5038,62.703453751488695
43356,2016,Kansas,KS,Shawnee,Donald Trump,republican,35934.0,75406,47.65403283558338
43359,2016,Kansas,KS,Sheridan,Donald Trump,republican,1197.0,1374,87.117903930131
43362,2016,Kansas,KS,Sherman,Donald Trump,republican,2089.0,2612,79.97702909647779
43365,2016,Kansas,KS,Smith,Donald Trump,republican,1661.0,2042,81.34182174338883
43368,2016,Kansas,KS,Stafford,Donald Trump,republican,1490.0,1896,78.58649789029536
43371,2016,Kansas,KS,Stanton,Donald Trump,republican,492.0,637,77.2370486656201
43374,2016,Kansas,KS,Stevens,Donald Trump,republican,1599.0,1891,84.55843469063987
43377,2016,Kansas,KS,Sumner,Donald Trump,republican,6984.0,9722,71.83707056161283
43380,2016,Kansas,KS,Thomas,Donald Trump,republican,2908.0,3576,81.31991051454138
43383,2016,Kansas,KS,Trego,Donald Trump,republican,1227.0,1482,82.79352226720647
43386,2016,Kansas,KS,Wabaunsee,Donald Trump,republican,2372.0,3380,70.17751479289942
43389,2016,Kansas,KS,Wallace,Donald Trump,republican,721.0,798,90.35087719298247
43392,2016,Kansas,KS,Washington,Donald Trump,republican,2194.0,2765,79.34900542495478
43395,2016,Kansas,KS,Wichita,Donald Trump,republican,769.0,956,80.43933054393305
43398,2016,Kansas,KS,Wilson,Donald Trump,republican,2788.0,3591,77.63854079643554
43401,2016,Kansas,KS,Woodson,Donald Trump,republican,1082.0,1443,74.98267498267498
43404,2016,Kansas,KS,Wyandotte,Donald Trump,republican,15806.0,48781,32.40195977942232
43407,2016,Kentucky,KY,Adair,Donald Trump,republican,6637.0,8233,80.61459978136767
43410,2016,Kentucky,KY,Allen,Donald Trump,republican,6466.0,8096,79.86660079051383
43413,2016,Kentucky,KY,Anderson,Donald Trump,republican,8242.0,11422,72.15899142006654
43416,2016,Kentucky,KY,Ballard,Donald Trump,republican,3161.0,4101,77.07876127773714
43419,2016,Kentucky,KY,Barren,Donald Trump,republican,13483.0,18488,72.9283859800952
43422,2016,Kentucky,KY,Bath,Donald Trump,republican,3082.0,4587,67.1898844560715
43425,2016,Kentucky,KY,Bell,Donald Trump,republican,7764.0,9718,79.8929820950813
43428,2016,Kentucky,KY,Boone,Donald Trump,republican,39082.0,57618,67.82949772640494
43431,2016,Kentucky,KY,Bourbon,Donald Trump,republican,5569.0,8803,63.2625241394979
43434,2016,Kentucky,KY,Boyd,Donald Trump,republican,13591.0,20454,66.44666079984354
43437,2016,Kentucky,KY,Boyle,Donald Trump,republican,8040.0,12946,62.104124826201144
43440,2016,Kentucky,KY,Bracken,Donald Trump,republican,2711.0,3527,76.86419053019563
43443,2016,Kentucky,KY,Breathitt,Donald Trump,republican,3991.0,5738,69.55385151620774
43446,2016,Kentucky,KY,Breckinridge,Donald Trump,republican,6484.0,8774,73.90015956234328
43449,2016,Kentucky,KY,Bullitt,Donald Trump,republican,26210.0,36069,72.66627852172225
43452,2016,Kentucky,KY,Butler,Donald Trump,republican,4428.0,5576,79.41176470588235
43455,2016,Kentucky,KY,Caldwell,Donald Trump,republican,4507.0,5975,75.43096234309623
43458,2016,Kentucky,KY,Calloway,Donald Trump,republican,10367.0,16049,64.59592497974953
43461,2016,Kentucky,KY,Campbell,Donald Trump,republican,25050.0,42510,58.9273112208892
43464,2016,Kentucky,KY,Carlisle,Donald Trump,republican,2094.0,2601,80.50749711649365
43467,2016,Kentucky,KY,Carroll,Donald Trump,republican,2588.0,3855,67.13359273670557
43470,2016,Kentucky,KY,Carter,Donald Trump,republican,7587.0,10278,73.81786339754815
43473,2016,Kentucky,KY,Casey,Donald Trump,republican,5482.0,6439,85.13744370243826
43476,2016,Kentucky,KY,Christian,Donald Trump,republican,14108.0,22083,63.88624733958248
43479,2016,Kentucky,KY,Clark,Donald Trump,republican,10710.0,16205,66.09071274298056
43482,2016,Kentucky,KY,Clay,Donald Trump,republican,5861.0,6767,86.61149697059258
43485,2016,Kentucky,KY,Clinton,Donald Trump,republican,3809.0,4462,85.36530703720305
43488,2016,Kentucky,KY,Crittenden,Donald Trump,republican,3290.0,4037,81.49616051523408
43491,2016,Kentucky,KY,Cumberland,Donald Trump,republican,2502.0,3066,81.60469667318982
43494,2016,Kentucky,KY,Daviess,Donald Trump,republican,28907.0,45807,63.10607549064553
43497,2016,Kentucky,KY,Edmonson,Donald Trump,republican,4135.0,5244,78.85202135774219
43500,2016,Kentucky,KY,Elliott,Donald Trump,republican,2000.0,2855,70.05253940455341
43503,2016,Kentucky,KY,Estill,Donald Trump,republican,4236.0,5545,76.39314697926059
43506,2016,Kentucky,KY,Fayette,Donald Trump,republican,56894.0,136315,41.73715291787404
43509,2016,Kentucky,KY,Fleming,Donald Trump,republican,4722.0,6260,75.43130990415335
43512,2016,Kentucky,KY,Floyd,Donald Trump,republican,11993.0,16540,72.50906892382105
43515,2016,Kentucky,KY,Franklin,Donald Trump,republican,11819.0,23865,49.524408129059296
43518,2016,Kentucky,KY,Fulton,Donald Trump,republican,1549.0,2382,65.02938706968934
43521,2016,Kentucky,KY,Gallatin,Donald Trump,republican,2443.0,3338,73.18753744757339
43524,2016,Kentucky,KY,Garrard,Donald Trump,republican,5904.0,7623,77.44982290436836
43527,2016,Kentucky,KY,Grant,Donald Trump,republican,7268.0,9559,76.03305785123968
43530,2016,Kentucky,KY,Graves,Donald Trump,republican,12671.0,16606,76.30374563410815
43533,2016,Kentucky,KY,Grayson,Donald Trump,republican,8219.0,10576,77.71369137670196
43536,2016,Kentucky,KY,Green,Donald Trump,republican,4372.0,5333,81.98012375773486
43539,2016,Kentucky,KY,Greenup,Donald Trump,republican,11546.0,16277,70.93444737973829
43542,2016,Kentucky,KY,Hancock,Donald Trump,republican,2788.0,4295,64.91268917345751
43545,2016,Kentucky,KY,Hardin,Donald Trump,republican,26971.0,43156,62.49652423764945
43548,2016,Kentucky,KY,Harlan,Donald Trump,republican,9129.0,10757,84.86566886678442
43551,2016,Kentucky,KY,Harrison,Donald Trump,republican,5435.0,7781,69.84963372317183
43554,2016,Kentucky,KY,Hart,Donald Trump,republican,5320.0,7264,73.23788546255507
43557,2016,Kentucky,KY,Henderson,Donald Trump,republican,12159.0,19710,61.689497716894984
43560,2016,Kentucky,KY,Henry,Donald Trump,republican,4944.0,7149,69.15652538816617
43563,2016,Kentucky,KY,Hickman,Donald Trump,republican,1657.0,2157,76.81965693092258
43566,2016,Kentucky,KY,Hopkins,Donald Trump,republican,15277.0,20345,75.08970262963874
43569,2016,Kentucky,KY,Jackson,Donald Trump,republican,4889.0,5501,88.87475004544628
43572,2016,Kentucky,KY,Jefferson,Donald Trump,republican,143768.0,353099,40.71605980192524
43575,2016,Kentucky,KY,Jessamine,Donald Trump,republican,15474.0,23326,66.3379919403241
43578,2016,Kentucky,KY,Johnson,Donald Trump,republican,8043.0,9572,84.02632678646052
43581,2016,Kentucky,KY,Kenton,Donald Trump,republican,42958.0,71998,59.66554626517403
43584,2016,Kentucky,KY,Knott,Donald Trump,republican,4357.0,5763,75.60298455665452
43587,2016,Kentucky,KY,Knox,Donald Trump,republican,9885.0,12012,82.29270729270729
43590,2016,Kentucky,KY,Larue,Donald Trump,republican,4799.0,6367,75.37301711952253
43593,2016,Kentucky,KY,Laurel,Donald Trump,republican,20592.0,24833,82.92191841501229
43596,2016,Kentucky,KY,Lawrence,Donald Trump,republican,4816.0,6042,79.7087057265806
43599,2016,Kentucky,KY,Lee,Donald Trump,republican,2151.0,2667,80.65241844769405
43602,2016,Kentucky,KY,Leslie,Donald Trump,republican,4015.0,4492,89.38112199465716
43605,2016,Kentucky,KY,Letcher,Donald Trump,republican,7293.0,9134,79.84453689511714
43608,2016,Kentucky,KY,Lewis,Donald Trump,republican,4363.0,5298,82.35183087957721
43611,2016,Kentucky,KY,Lincoln,Donald Trump,republican,7338.0,9561,76.74929400690304
43614,2016,Kentucky,KY,Livingston,Donald Trump,republican,3570.0,4645,76.85683530678149
43617,2016,Kentucky,KY,Logan,Donald Trump,republican,7778.0,10899,71.36434535278467
43620,2016,Kentucky,KY,Lyon,Donald Trump,republican,2789.0,3962,70.3937405350833
43623,2016,Kentucky,KY,McCracken,Donald Trump,republican,20774.0,31307,66.35576708084454
43626,2016,Kentucky,KY,McCreary,Donald Trump,republican,5012.0,5776,86.77285318559557
43629,2016,Kentucky,KY,McLean,Donald Trump,republican,3381.0,4566,74.0473061760841
43632,2016,Kentucky,KY,Madison,Donald Trump,republican,23431.0,37371,62.69834898718257
43635,2016,Kentucky,KY,Magoffin,Donald Trump,republican,3824.0,5116,74.74589523064894
43638,2016,Kentucky,KY,Marion,Donald Trump,republican,5122.0,8111,63.14881025767476
43641,2016,Kentucky,KY,Marshall,Donald Trump,republican,12322.0,16698,73.79326865492874
43644,2016,Kentucky,KY,Martin,Donald Trump,republican,3503.0,3953,88.61624082974956
43647,2016,Kentucky,KY,Mason,Donald Trump,republican,4944.0,7219,68.48593988086992
43650,2016,Kentucky,KY,Meade,Donald Trump,republican,8660.0,12231,70.80369552775734
43653,2016,Kentucky,KY,Menifee,Donald Trump,republican,2010.0,2779,72.3281756027348
43656,2016,Kentucky,KY,Mercer,Donald Trump,republican,7740.0,10585,73.12234293811997
43659,2016,Kentucky,KY,Metcalfe,Donald Trump,republican,3491.0,4620,75.56277056277057
43662,2016,Kentucky,KY,Monroe,Donald Trump,republican,4278.0,4991,85.71428571428571
43665,2016,Kentucky,KY,Montgomery,Donald Trump,republican,7856.0,11452,68.59937128885785
43668,2016,Kentucky,KY,Morgan,Donald Trump,republican,3628.0,4775,75.97905759162303
43671,2016,Kentucky,KY,Muhlenberg,Donald Trump,republican,9393.0,13060,71.92189892802449
43674,2016,Kentucky,KY,Nelson,Donald Trump,republican,13431.0,20802,64.56590712431498
43677,2016,Kentucky,KY,Nicholas,Donald Trump,republican,1957.0,2841,68.88419570573741
43680,2016,Kentucky,KY,Ohio,Donald Trump,republican,7942.0,10398,76.38007309097904
43683,2016,Kentucky,KY,Oldham,Donald Trump,republican,20469.0,32853,62.30481234590448
43686,2016,Kentucky,KY,Owen,Donald Trump,republican,3745.0,5001,74.88502299540092
43689,2016,Kentucky,KY,Owsley,Donald Trump,republican,1474.0,1759,83.79761227970438
43692,2016,Kentucky,KY,Pendleton,Donald Trump,republican,4604.0,6007,76.643915431996
43695,2016,Kentucky,KY,Perry,Donald Trump,republican,8158.0,10572,77.16609912977677
43698,2016,Kentucky,KY,Pike,Donald Trump,republican,19747.0,24665,80.06081491992703
43701,2016,Kentucky,KY,Powell,Donald Trump,republican,3513.0,4957,70.8694775065564
43704,2016,Kentucky,KY,Pulaski,Donald Trump,republican,22902.0,28041,81.67326414892479
43707,2016,Kentucky,KY,Robertson,Donald Trump,republican,759.0,1013,74.92596248766041
43710,2016,Kentucky,KY,Rockcastle,Donald Trump,republican,5609.0,6691,83.82902406217306
43713,2016,Kentucky,KY,Rowan,Donald Trump,republican,5174.0,8848,58.47649186256781
43716,2016,Kentucky,KY,Russell,Donald Trump,republican,6863.0,8174,83.96134083679961
43719,2016,Kentucky,KY,Scott,Donald Trump,republican,15052.0,24200,62.19834710743801
43722,2016,Kentucky,KY,Shelby,Donald Trump,republican,13196.0,20580,64.12050534499514
43725,2016,Kentucky,KY,Simpson,Donald Trump,republican,5077.0,7531,67.41468596467932
43728,2016,Kentucky,KY,Spencer,Donald Trump,republican,7196.0,9515,75.62795585916973
43731,2016,Kentucky,KY,Taylor,Donald Trump,republican,8320.0,11306,73.58924464885901
43734,2016,Kentucky,KY,Todd,Donald Trump,republican,3612.0,4779,75.58066541117388
43737,2016,Kentucky,KY,Trigg,Donald Trump,republican,4931.0,6751,73.04103095837654
43740,2016,Kentucky,KY,Trimble,Donald Trump,republican,2771.0,3798,72.9594523433386
43743,2016,Kentucky,KY,Union,Donald Trump,republican,4701.0,6211,75.68829496055386
43746,2016,Kentucky,KY,Warren,Donald Trump,republican,28673.0,48454,59.17571304742643
43749,2016,Kentucky,KY,Washington,Donald Trump,republican,4013.0,5636,71.20298083747339
43752,2016,Kentucky,KY,Wayne,Donald Trump,republican,6371.0,7992,79.71721721721721
43755,2016,Kentucky,KY,Webster,Donald Trump,republican,4397.0,5805,75.74504737295436
43758,2016,Kentucky,KY,Whitley,Donald Trump,republican,11312.0,13774,82.12574415565558
43761,2016,Kentucky,KY,Wolfe,Donald Trump,republican,1804.0,2635,68.46299810246678
43764,2016,Kentucky,KY,Woodford,Donald Trump,republican,7697.0,13563,56.749981567499816
43767,2016,Louisiana,LA,Acadia,Donald Trump,republican,21162.0,27389,77.26459527547556
43770,2016,Louisiana,LA,Allen,Donald Trump,republican,6867.0,9245,74.27798810167658
43773,2016,Louisiana,LA,Ascension,Donald Trump,republican,36143.0,54678,66.10153992464977
43776,2016,Louisiana,LA,Assumption,Donald Trump,republican,6714.0,10904,61.573734409391044
43779,2016,Louisiana,LA,Avoyelles,Donald Trump,republican,11165.0,16586,67.3158085132039
43782,2016,Louisiana,LA,Beauregard,Donald Trump,republican,12238.0,15078,81.1646106910731
43785,2016,Louisiana,LA,Bienville,Donald Trump,republican,3756.0,7005,53.61884368308352
43788,2016,Louisiana,LA,Bossier,Donald Trump,republican,35474.0,49848,71.16433959236078
43791,2016,Louisiana,LA,Caddo,Donald Trump,republican,49006.0,105804,46.317719556916565
43794,2016,Louisiana,LA,Calcasieu,Donald Trump,republican,54191.0,83785,64.67864176165185
43797,2016,Louisiana,LA,Caldwell,Donald Trump,republican,3822.0,4692,81.45780051150895
43800,2016,Louisiana,LA,Cameron,Donald Trump,republican,3256.0,3692,88.19068255687974
43803,2016,Louisiana,LA,Catahoula,Donald Trump,republican,3479.0,4856,71.64332784184514
43806,2016,Louisiana,LA,Claiborne,Donald Trump,republican,3585.0,6421,55.83242485594144
43809,2016,Louisiana,LA,Concordia,Donald Trump,republican,5477.0,8872,61.73354373309288
43812,2016,Louisiana,LA,De Soto,Donald Trump,republican,8068.0,13500,59.76296296296296
43815,2016,Louisiana,LA,East Baton Rouge,Donald Trump,republican,84660.0,196491,43.08594286761226
43818,2016,Louisiana,LA,East Carroll,Donald Trump,republican,1059.0,2939,36.0326641714869
43821,2016,Louisiana,LA,East Feliciana,Donald Trump,republican,5569.0,10042,55.45708026289584
43824,2016,Louisiana,LA,Evangeline,Donald Trump,republican,10360.0,14882,69.61429915333962
43827,2016,Louisiana,LA,Franklin,Donald Trump,republican,6514.0,9162,71.09801353416285
43830,2016,Louisiana,LA,Grant,Donald Trump,republican,7408.0,8821,83.9814080036277
43833,2016,Louisiana,LA,Iberia,Donald Trump,republican,20903.0,32454,64.40808528994884
43836,2016,Louisiana,LA,Iberville,Donald Trump,republican,7320.0,16043,45.627376425855516
43839,2016,Louisiana,LA,Jackson,Donald Trump,republican,5169.0,7464,69.2524115755627
43842,2016,Louisiana,LA,Jefferson,Donald Trump,republican,100398.0,181639,55.27337190801534
43845,2016,Louisiana,LA,Jefferson Davis,Donald Trump,republican,10775.0,14277,75.471037332773
43848,2016,Louisiana,LA,Lafayette,Donald Trump,republican,68195.0,105603,64.57676391769174
43851,2016,Louisiana,LA,Lafourche,Donald Trump,republican,31959.0,41645,76.74150558290312
43854,2016,Louisiana,LA,La Salle,Donald Trump,republican,5836.0,6569,88.84152839092708
43857,2016,Louisiana,LA,Lincoln,Donald Trump,republican,10761.0,18669,57.641009159569336
43860,2016,Louisiana,LA,Livingston,Donald Trump,republican,48824.0,57730,84.57301229863155
43863,2016,Louisiana,LA,Madison,Donald Trump,republican,1927.0,4732,40.722738799661876
43866,2016,Louisiana,LA,Morehouse,Donald Trump,republican,6502.0,11852,54.85993925075937
43869,2016,Louisiana,LA,Natchitoches,Donald Trump,republican,8968.0,16621,53.95583899885686
43872,2016,Louisiana,LA,Orleans,Donald Trump,republican,24292.0,165812,14.650326876221262
43875,2016,Louisiana,LA,Ouachita,Donald Trump,republican,41734.0,68017,61.35818986429863
